"MaterialType" "Materials_Details_EN" "Notes"
"6655" "炭化材(ヒノキ属)" "carbonized material cypress (Chamaecyparis sp.)" ""
"40397" "炭化材(ヒノキ属類似)"  "Needs translation"
"14364" "炭化材(ヒノキ科、カエデ属)" "carbonized material maple (Acer sp.) hinoki cypress (Chamaecyparis obtusa)" ""
"5106" "炭化材(ヒノキ科)" "carbonized material hinoki cypress (Chamaecyparis obtusa)" ""
"9751" "炭化材(ヒノキ科アスナロ属)" "carbonized material hatchet-leaved arbor-vitae (Thujopsis dolabrata) hinoki cypress (Chamaecyparis obtusa)" ""
"11309" "炭化材(ヒバ)" "carbonized material hiba (Thujopsis dolabrata)" ""
"25047" "炭化材(ヒメバラモミ)" "carbonized material Japanese Bush Spruce (Picea maximowiczii)" ""
"44393" "炭化材(ヒルギ科?)"  "Needs translation"
"44472" "炭化材(ヒルギ科)"  "Needs translation"
"28924" "炭化材(ふいごの羽口付)(コナラ属アカガシ亜属)" "carbonized material oak (Quercus sp.) Japanese evergreen oak (Quercus acuta)" ""
"43859" "炭化材(フカノキ)"  "Needs translation"
"39678" "炭化材(フサザクラ)"  "Needs translation"
"23408" "炭化材(フジキ属)" "carbonized material yellow-wood (Cladrastis sp.)" ""
"25014" "炭化材(フタバガキ科)" "carbonized material Dipterocarpaceae" ""
"14531" "炭化材(ブナ属、クリ、コナラ属コナラ亜属コナラ節)" "carbonized material chestnut (Castanea crenata) oak (Quercus sp.) Jolcham oak (Quercus serrata) beech (Fagus sp.)" ""
"22301" "炭化材(ブナ属、コナラ属コナラ亜属クヌギ節)" "carbonized material oak (Quercus sp.) saw-tooth oak (Quercus acutissima) beech (Fagus sp.)" ""
"15539" "炭化材(ブナ属、コナラ属コナラ亜属コナラ節)" "carbonized material oak (Quercus sp.) Jolcham oak (Quercus serrata) beech (Fagus sp.)" ""
"14530" "炭化材(ブナ属、トネリコ属、カツラ)" "carbonized material Ash (Fraxinus sp.) katsura (Cercidiphyllum japonicum) beech (Fagus sp.)" ""
"9226" "炭化材(ブナ属)" "carbonized material beech (Fagus sp.)" ""
"38700" "炭化材（ブナ属）" "carbonized material, beech (Fagus sp.)" ""
"8705" "炭化材(ブナ科 クリ、シイ属、コナラ属コナラ節のいずれか)" "carbonized material chestnut (Castanea crenata) oak (Quercus sp.) Jolcham oak (Quercus serrata) chinquapin (Castanopsis sp.) Fagaceae" ""
"39597" "炭化材(ブナ科(コナラ節orクリ))"  "Needs translation"
"14516" "炭化材(ブナ科)" "carbonized material Fagaceae" ""
"27673" "炭化材（ブナ科クリ属）" "carbonized material chestnut (Castanea crenata) Fagaceae" ""
"9761" "炭化材(ブナ科クリ属クリ)" "carbonized material chestnut (Castanea crenata) Fagaceae" ""
"30431" "炭化材(ブナ科コナラ属アカガシ亜属)" "carbonized material oak (Quercus sp.) Japanese evergreen oak (Quercus acuta) Fagaceae" ""
"27993" "炭化材(ブナ科シイ属ツブラジイ)" "carbonized material Japanese Chinquapin (Castanopsis cuspidata) chinquapin (Castanopsis sp.) Fagaceae" ""
"10025" "炭化材(ブナ科ブナ属)" "carbonized material Fagaceae beech (Fagus sp.)" ""
"43684" "炭化材(フヨウ属ハマボウ節)"  "Needs translation"
"24607" "炭化材(マキ属)" "carbonized material plum pine (Podocarpus sp.)​" ""
"28669" "炭化材(マダケ)" "carbonized material Japanese timber bamboo (Phyllostachys bambsoides)" ""
"11115" "炭化材(マタタビ属)" "carbonized material kiwi fruit (Actinidia sp.)" ""
"18802" "炭化材(マツ?)" "carbonized material pine (Pinus sp.)" ""
"27321" "炭化材(マツ)" "carbonized material pine (Pinus sp.)" ""
"39554" "炭化材（マツの葉）"  "Needs translation"
"24057" "炭化材(マツ属?)" "carbonized material pine (Pinus sp.)" ""
"8962" "炭化材(マツ属)" "carbonized material pine (Pinus sp.)" ""
"37498" "炭化材（マツ属）" "carbonized material, pine (Pinus sp.)" ""
"27190" "炭化材(マツ属の根材)" "carbonized material root pine (Pinus sp.)" ""
"38944" "炭化材（マツ属単維管束亜属）" "charred wood, pine (Pinus sp.) subgen single vascular" ""
"9669" "炭化材(マツ属複維官束亜属)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"12609" "炭化材(マツ属複維管属亜属)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"30093" "炭化材(マツ属複維管束亜属･半径25mm)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"23123" "炭化材(マツ属複維管束亜属, サクラ属)" "carbonized material pine (Pinus sp.) Cherry, plum etc (Cerasus, Prunus etc) subgen compound vascular" ""
"22463" "炭化材(マツ属複維管束亜属, モミ属)" "carbonized material fir (Abies sp.) pine (Pinus sp.) subgen compound vascular" ""
"20379" "炭化材(マツ属複維管束亜属、クスノキ科、モチノキ属近似種)" "carbonized material or similar Lauraceae camphor tree (Cinnamomum camphora) pine (Pinus sp.) holly (Ilex sp.) subgen compound vascular" ""
"43677" "炭化材(マツ属複維管束亜属:リュウキュウマツ)"  "Needs translation"
"44347" "炭化材(マツ属複維管束亜属:節)"  "Needs translation"
"7147" "炭化材(マツ属複維管束亜属)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"37151" "炭化材（マツ属複維管束亜属）" "carbonized material, pine (Pinus sp.) subgen compound vascular" ""
"7022" "炭化材(マツ属複維管束亜属の一種)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"28248" "炭化材(マツ科)" "carbonized material pine (Pinus sp.)" ""
"39556" "炭化材(マツ科）"  "Needs translation"
"9759" "炭化材(マツ科マツ属)" "carbonized material pine (Pinus sp.)" ""
"14750" "炭化材(マツ複維管属亜属)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"10406" "炭化材(マツ複維管束亜属)" "carbonized material pine (Pinus sp.) subgen compound vascular" ""
"31908" "炭化材(マテバシイ)" "carbonized material stone oak (Lithocarpus edulis)chinquapin (Castanopsis)" ""
"41729" "炭化材(マテバシイ属)"  "Needs translation"
"32788" "炭化材(マメ科サイカチ属サイカチ)" "carbonized material Fabaceae honey locust (Gleditsia sp.)​ honey locust (Gleditsia japonica)​ legume (Fabaceae)" ""
"14029" "炭化材(マンサク属)" "carbonized material witch-hazel (Hamamelis sp.)​" ""
"32801" "炭化材(ミカン科キハダ属キハダ)" "carbonized material amur cork (Phellodendron)" ""
"17920" "炭化材(ミズキ、モミ属)" "carbonized material fir (Abies sp.) dogwood (Cornus controversa)" ""
"31781" "炭化材(ミズキ属?)" "carbonized material dogwood (Cornus controversa)" ""
"8402" "炭化材(ミズキ属)" "carbonized material dogwood (Cornus controversa)" ""
"24989" "炭化材(ミツバウツギ科)" "carbonized material Staphyleaceae bridal wreath (Deutzia crenata)" ""
"8362" "炭化材(ムクノキ)" "carbonized material oriental elm (Aphananthe aspera)" ""
"37207" "炭化材（ムクノキ）" "carbonized material, oriental elm (Aphananthe aspera)" ""
"30009" "炭化材(ムクノキ•2年輪)" "carbonized material year ring oriental elm (Aphananthe aspera)" ""
"38308" "炭化材（ムクノキ根材？）" "carbonized material root, indet. wood" ""
"7260" "炭化材(ムクロジ)" "carbonized material soapberry (Sapindaceae)" ""
"25234" "炭化材(ムクロジ近似種)" "carbonized material or similar soapberry (Sapindaceae)" ""
"9053" "炭化材(ムラサキシキブ属)" "carbonized material beautyberry (Callicarpa sp.)" ""
"31663" "炭化材(メダケ属ネザサ節)" "carbonized material Simon bamboo (Pleioblastus sp.)​ Nezasa bamboo (Pleioblastus viridistriatus)" ""
"15231" "炭化材(モクレン)" "carbonized material magnolia (Magnolia sp.)" ""
"16844" "炭化材(モクレン属、イネ科タケ亜科)" "carbonized material Poaceae bamboo (Bambusoideae) magnolia (Magnolia sp.)" ""
"10096" "炭化材(モクレン属)" "carbonized material magnolia (Magnolia sp.)" ""
"9758" "炭化材(モクレン科モクレン属)" "carbonized material magnolia (Magnolia sp.)" ""
"25721" "炭化材(モチノキ属)" "carbonized material holly (Ilex sp.)" ""
"32794" "炭化材(モチノキ科モチノキ属)" "carbonized material holly (Ilex sp.)" ""
"7261" "炭化材(モミ属)" "carbonized material fir (Abies sp.)" ""
"37816" "炭化材（モミ属）" "carbonized material, fir (Abies sp.)" ""
"36328" "炭化材（モミ属） 樹種同定白滝-84と同一個体" "carbonized material fir (Abies sp.)" ""
"7324" "炭化材(モモ)" "carbonized material peach (Amygdalus persica syn. Prunus)" ""
"28658" "炭化材(ヤクシマサルスベリ)" "carbonized material Yakushima crape myrtle (Lagerstroemia indica or subcostata var. fauriei)​" ""
"44394" "炭化材(ヤシ科またはタコノキ科)"  "Needs translation"
"35268" "炭化材（ヤナギ）" "carbonized material willow (Salix sp.)" ""
"15008" "炭化材(ヤナギ属、コナラ属コナラ亜属コナラ節、クリ、トネリコ属)" "carbonized material chestnut (Castanea crenata) oak (Quercus sp.) Jolcham oak (Quercus serrata) Ash (Fraxinus sp.) willow (Salix sp.)" ""
"14652" "炭化材(ヤナギ属、モクレン属)" "carbonized material magnolia (Magnolia sp.) willow (Salix sp.)" ""
"34807" "炭化材（ヤナギ属(4)）" "carbonized material willow (Salix sp.)" ""
"9937" "炭化材(ヤナギ属)" "carbonized material willow (Salix sp.)" ""
"33841" "炭化材（ヤナギ属）" "carbonized material willow (Salix sp.)" ""
"33301" "炭化材（ヤナギ枝？）" "carbonized material branch willow (Salix sp.)" ""
"10279" "炭化材(ヤナギ科)" "carbonized material willow (Salix sp.)" ""
"24392" "炭化材(ヤブツバキ)" "carbonized material wild camellia (Camellia japonica)" ""
"27753" "炭化材（ヤブツバキ）" "carbonized material wild camellia (Camellia japonica)" ""
"12197" "炭化材(ヤマウルシ)" "carbonized material Japanese sumac (Toxicodendron trichocarpum)" ""
"9213" "炭化材(ヤマウルシ様環孔材)" "carbonized material ring porous Japanese sumac (Toxicodendron trichocarpum)" ""
"31412" "炭化材(ヤマガキ)" "?? Awabuki (Meliosma myriantha) アワブキ or maybe Mountain cherry? ヤマザ" ""
"4735" "炭化材(ヤマグワ)" "carbonized material Chinese mulberry (Morus australis syn bombycis)" ""
"33545" "炭化材（ヤマグワ）" "carbonized material Chinese mulberry (Morus australis syn bombycis)" ""
"22318" "炭化材(ヤマグワ近似種)" "carbonized material or similar Chinese mulberry (Morus australis syn bombycis)" ""
"39733" "炭化材(ヤマハゼ)"  "Needs translation"
"30612" "炭化材(ヤマビワ､アワブキ科)" "carbonized material Awabuki (Meliosma myriantha)" ""
"39625" "炭化材(ヤマモモ)"  "Needs translation"
"28742" "炭化材(ユズリハ属)" "carbonized material yuzuriha (Daphniphyllum sp.)" ""
"44226" "炭化材(リュウキュウマツ)"  "Needs translation"
"20291" "炭化材(リョウブ)" "carbonized material tree clethra (clethra barbinervis)" ""
"28806" "炭化材(リンボク)" "carbonized material Rinboku cherry (Prunus spinulosa)" ""
"34468" "炭化材（上屋）" "carbonized material" ""
"8801" "炭化材(不明)" "unknown carbonized material" ""
"37500" "炭化材（不明）" "unknown carbonized material, wood indet." ""
"14207" "炭化材(不明散孔材)" "unknown carbonized material" ""
"14199" "炭化材(不明環孔材)" "unknown carbonized material ring porous" ""
"35426" "炭化材（丸木）" "carbonized material log/trunk" ""
"30602" "炭化材(丸材か)" "carbonized material log/trunk" ""
"30606" "炭化材(仮材)" "carbonized material" ""
"32626" "炭化材(最外年輪)" "carbonized material outermost year ring" ""
"34013" "炭化材（最外年輪）" "carbonized material outermost year ring" ""
"34011" "炭化材（最外年輪である可能性高いが不確実）" "carbonized material outermost year ring" ""
"37796" "炭化材（最終年輪以外部位不明）" "unknown carbonized material year ring, indet. wood" ""
"36501" "炭化材（最終形成年輪）" "carbonized material year ring" ""
"36514" "炭化材（最終形成年輪以外。樹皮に近い部分を採取）" "carbonized material bark year ring" ""
"37478" "炭化材（最終形成年輪以外部位不明、外側3年輪分）" "outer 3-year annual rings, wood indet." ""
"37479" "炭化材（最終形成年輪以外部位不明、外側5年輪分）" "outer 5-year annual rings, wood indet." ""
"16920" "炭化材(双子葉植物)" "carbonized plant material cotyledon Dicotyledonous" ""
"40755" "炭化材(土中炭片)"  "Needs translation"
"33975" "炭化材（垂木？）" "carbonized material" ""
"32784" "炭化材(塊状)" "carbonized material" ""
"36448" "炭化材（外側2年輪分）" "carbonized material year ring" ""
"36446" "炭化材（外側6年輪分）" "carbonized material year ring" ""
"36958" "炭化材(大径:アカガシ亜属)" "carbonized material Japanese evergreen oak (Quercus acuta)" ""
"36959" "炭化材(小径:アカガシ亜属)" "carbonized material Japanese evergreen oak (Quercus acuta)" ""
"41895" "炭化材(小枝)"  "Needs translation"
"38317" "炭化材（小片）" "carbonized material fragments, indet. wood" ""
"29429" "炭化材(小片複数)" "carbonized material" ""
"38309" "炭化材（屋根材）" "carbonized material root, indet. wood" ""
"39537" "炭化材(広葉樹 クリ)"  "Needs translation"
"39536" "炭化材(広葉樹 スダジイ)"  "Needs translation"
"33853" "炭化材（広葉樹・タケ亜科・樹皮等）" "carbonized material bark hardwoodbamboo (Bambusoideae)" ""
"18636" "炭化材(広葉樹･散孔材)" "carbonized material hardwood" ""
"39182" "炭化材（広葉樹・散孔材）" "carbonized material, hardwoods" ""
"28877" "炭化材(広葉樹･樹皮)" "carbonized material bark hardwood" ""
"5434" "炭化材(広葉樹･環孔材)" "carbonized material ring porous hardwood" ""
"41749" "炭化材(広葉樹､散孔材)"  "Needs translation"
"41769" "炭化材(広葉樹､環孔材)"  "Needs translation"
"43679" "炭化材(広葉樹:散孔材)"  "Needs translation"
"37814" "炭化材（広葉樹：散孔材）" "carbonized material, hardwoods" ""
"44466" "炭化材(広葉樹:樹皮)"  "Needs translation"
"19464" "炭化材(広葉樹:環孔材)" "carbonized material ring porous hardwood" ""
"7003" "炭化材(広葉樹?)" "carbonized material hardwood" ""
"32847" "炭化材(広葉樹？)" "carbonized material hardwood" ""
"27942" "炭化材(広葉樹(散孔材))" "carbonized material hardwood" ""
"28516" "炭化材(広葉樹(環孔材))" "carbonized material ring porous hardwood" ""
"4765" "炭化材(広葉樹)" "carbonized material hardwood" ""
"27662" "炭化材（広葉樹）" "carbonized material hardwood" ""
"30011" "炭化材(広葉樹•1年輪未満)" "carbonized material year ring hardwood" ""
"39534" "炭化材(広葉樹のコナラ属アカガシ亜属)"  "Needs translation"
"32170" "炭化材(広葉樹の節)" "carbonized material hardwood" ""
"6399" "炭化材(広葉樹散孔材)" "carbonized material hardwood" ""
"32845" "炭化材(広葉樹樹幹の材片)" "carbonized material trunk hardwood" ""
"7244" "炭化材(広葉樹環孔材?)" "carbonized material ring porous hardwood" ""
"6682" "炭化材(広葉樹節)" "carbonized material hardwood" ""
"40696" "炭化材(微細木片)"  "Needs translation"
"42922" "炭化材(散光材)"  "Needs translation"
"14635" "炭化材(散孔材･環孔材)" "carbonized material ring porous" ""
"28084" "炭化材(散孔材，2年輪分)" "carbonized material year ring" ""
"4609" "炭化材(散孔材:5年輪)" "carbonized material year ring" ""
"10534" "炭化材(散孔材?)" "carbonized material" ""
"28813" "炭化材(散孔材？)" "carbonized material" ""
"44705" "炭化材（散孔材?）"  "Needs translation"
"7406" "炭化材(散孔材)" "carbonized material" ""
"34636" "炭化材（散孔材）" "carbonized material" ""
"38584" "炭化材（散孔材）最終形成年輪" "perorated wood final outermost ring, indet. wood" ""
"32361" "炭化材(散孔材2)" "carbonized material" ""
"32657" "炭化材(散孔材5年輪(外側))" "carbonized material year ring" ""
"11517" "炭化材(散孔材の一種)" "carbonized material" ""
